ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chromosome_name	start_position	end_position	description	external_gene_name
ENSG00000000003	172.382877371072	-0.0199280496786365	0.190925937660988	-0.104375811494094	0.916871117452037	0.996261139985264	X	100627108	100639991	tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]	TSPAN6
ENSG00000000419	289.805453179696	-0.00339710376488477	0.1661051461758	-0.0204515262958163	0.983683180390539	0.999592275979975	20	50934852	50959140	dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]	DPM1
ENSG00000000457	52.2781445431447	-0.252865453535833	0.307412013030823	-0.822562043177145	0.410757090995869	0.900966171815275	1	169846981	169894267	SCY1 like pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:19285]	SCYL3
ENSG00000000460	8.9458972885909	-0.10307873071386	0.731366640040746	-0.140939885784395	0.887917432322351	NA	1	169662007	169855456	FIGNL1 interacting regulator of recombination and mitosis [Source:HGNC Symbol;Acc:HGNC:25565]	FIRRM
ENSG00000001036	395.35228736587	0.151802242372802	0.146187794433977	1.03840572299872	0.29908120628267	0.847639242116439	6	143493961	143511842	alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]	FUCA2
ENSG00000001084	1747.63315458679	-0.040795208578314	0.115582047848762	-0.352954540411797	0.724122521395061	0.972976817569958	6	53497341	53616970	glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]	GCLC
ENSG00000001167	406.242633059174	0.0925576832219737	0.134237949814233	0.689504595012521	0.490505782611283	0.926216135444329	6	41072946	41102403	nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804]	NFYA
ENSG00000001460	226.33300626255	0.0426196353076206	0.177315421735211	0.240360567008466	0.810050745177856	0.988255854748846	1	24355886	24416934	sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070]	STPG1
ENSG00000001461	589.205388955188	-0.0530838721140431	0.11725953427565	-0.452704101563762	0.650761825727634	0.962507419718635	1	24413527	24476735	NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]	NIPAL3
ENSG00000001497	221.859051007155	0.210205443925403	0.161901657947092	1.29835263326393	0.194166187765478	0.776363668222938	X	65438549	65534818	LAS1 like ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726]	LAS1L
ENSG00000001617	2787.11123223678	-0.14777505368017	0.0954475760026884	-1.5482326515658	0.121566292771074	0.672457862891082	3	50155012	50189075	semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]	SEMA3F
ENSG00000001629	557.618327361442	-0.367951841149814	0.130711898073127	-2.81498353687712	0.00487797327343553	0.147241425468249	7	92245973	92402070	ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]	ANKIB1
ENSG00000001630	33.3897453839818	-0.0819410077308585	0.390454455077662	-0.209860603881598	0.833776471033129	0.990325686228235	7	92084987	92134803	cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]	CYP51A1
ENSG00000001631	50.7519662633716	-0.0639370318128182	0.323871079319294	-0.197415070055652	0.843502737476686	0.990780783820489	7	92197498	92246166	KRIT1 ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573]	KRIT1
ENSG00000002016	63.9943961573028	-0.329140131349945	0.286685902407169	-1.14808621067973	0.25093297609153	0.825462156514989	12	910870	990053	RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]	RAD52
ENSG00000002330	206.339087301551	0.264673077714193	0.172446608444837	1.53481173159087	0.124830080250425	0.677487613570454	11	64269828	64291946	BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936]	BAD
ENSG00000002549	283.902174948941	-0.0133517346318425	0.150572151503521	-0.0886733336710692	0.929341525679552	0.996349211057482	4	17577198	17607975	leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]	LAP3
ENSG00000002587	70.544662417712	-0.226676868187027	0.273807198820432	-0.827870374349382	0.407743914360433	0.900118220476615	4	11393150	11429564	heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]	HS3ST1
ENSG00000002822	2.57990761815435	-0.0576986626299559	1.41961836537654	-0.0406437842994879	0.967579878153307	NA	7	1815787	2233243	mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]	MAD1L1
ENSG00000002834	3194.08672717098	-0.0133199067600973	0.087900554654077	-0.151533819240577	0.879554634955631	0.993324159029559	17	38869185	38921771	LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]	LASP1
ENSG00000002919	254.06504988499	0.0858612117681613	0.161192232248193	0.532663457603577	0.594266566210522	0.954886542061868	17	48103357	48123601	sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]	SNX11
ENSG00000003056	265.070375942672	-0.128343591003925	0.153107349684918	-0.838258850852325	0.401885341057801	0.89665523163326	12	8940358	8951856	mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]	M6PR
ENSG00000003096	32.8171657374456	-0.190994879260445	0.384788951058536	-0.496362691119449	0.619638542803509	0.958343059261422	X	117897794	118117340	kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	KLHL13
